anio;jurisdiccion_de_residencia_id;jurisdicion_residencia_nombre;cie10_causa_id;cie10_clasificacion;sexo_id;Sexo;muerte_materna_id;muerte_materna_clasificacion;grupo_edad;cantidad
2023;58;Neuquén;W80;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;23
2023;14;Córdoba;W78;Inhalación de contenidos gástricos;2;femenino;;;01.De a 0  a 14 anios;1
2023;34;Formosa;X49;Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;66;Salta;W84;Obstrucción no especificada de la respiración;2;femenino;;;01.De a 0  a 14 anios;1
2023;74;San Luis;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;2;femenino;;;01.De a 0  a 14 anios;2
2023;14;Córdoba;W84;Obstrucción no especificada de la respiración;1;masculino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;W78;Inhalación de contenidos gástricos;1;masculino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;W84;Obstrucción no especificada de la respiración;1;masculino;;;01.De a 0  a 14 anios;1
2023;78;Santa Cruz;W80;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;1
2023;66;Salta;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;1
2023;18;Corrientes;X09;Exposición a humos, fuegos o llamas no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;58;Neuquén;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;X97;Agresión con humo, fuego y llamas;1;masculino;;;01.De a 0  a 14 anios;1
2023;90;Tucumán;X59;Exposición a factores no especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;2;femenino;;;01.De a 0  a 14 anios;7
2023;14;Córdoba;W84;Obstrucción no especificada de la respiración;1;masculino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;W84;Obstrucción no especificada de la respiración;2;femenino;;;01.De a 0  a 14 anios;1
2023;38;Jujuy;W84;Obstrucción no especificada de la respiración;1;masculino;;;01.De a 0  a 14 anios;1
2023;10;Catamarca;W22;Golpe contra o golpeado por otros objetos;1;masculino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;W84;Obstrucción no especificada de la respiración;1;masculino;;;01.De a 0  a 14 anios;1
2023;2;Ciudad Autónoma de Buenos Aires;X59;Exposición a factores no especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;X59;Exposición a factores no especificados;2;femenino;;;01.De a 0  a 14 anios;2
2023;62;Río Negro;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W84;Obstrucción no especificada de la respiración;2;femenino;;;01.De a 0  a 14 anios;1
2023;10;Catamarca;W70;Ahogamiento y sumersión posterior a caída en aguas naturales;1;masculino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;X49;Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;W84;Obstrucción no especificada de la respiración;1;masculino;;;01.De a 0  a 14 anios;1
2023;50;Mendoza;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W84;Obstrucción no especificada de la respiración;1;masculino;;;01.De a 0  a 14 anios;1
2023;90;Tucumán;W75;Sofocación y estrangulamiento accidental en la cama;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;1;masculino;;;01.De a 0  a 14 anios;1
2023;66;Salta;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;2;femenino;;;01.De a 0  a 14 anios;1
2023;26;Chubut;Y07;Otros maltratos;2;femenino;;;01.De a 0  a 14 anios;1
2023;66;Salta;W84;Obstrucción no especificada de la respiración;1;masculino;;;01.De a 0  a 14 anios;2
2023;22;Chaco;W84;Obstrucción no especificada de la respiración;1;masculino;;;01.De a 0  a 14 anios;3
2023;66;Salta;W52;Persona aplastada, empujada o pisoteada por una multitud o estampida humana;2;femenino;;;01.De a 0  a 14 anios;1
2023;90;Tucumán;W83;Otras obstrucciones especificadas de la respiración;1;masculino;;;01.De a 0  a 14 anios;1
2023;38;Jujuy;V58;Ocupante de camioneta o furgoneta lesionado en accidente de transporte sin colisión;1;masculino;;;01.De a 0  a 14 anios;1
2023;66;Salta;Y09;Agresión por medios no especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;X59;Exposición a factores no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;86;Santiago del Estero;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;2;femenino;;;01.De a 0  a 14 anios;1
2023;66;Salta;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;2
2023;14;Córdoba;X09;Exposición a humos, fuegos o llamas no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;34;Formosa;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;2;femenino;;;01.De a 0  a 14 anios;2
2023;74;San Luis;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;2;femenino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;2;femenino;;;01.De a 0  a 14 anios;1
2023;30;Entre Ríos;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;1
2023;82;Santa Fe;X99;Agresión con objeto cortante;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;X47;Envenenamiento accidental por, y exposición a otros gases y vapores;1;masculino;;;01.De a 0  a 14 anios;1
2023;54;Misiones;X49;Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;70;San Juan;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;X59;Exposición a factores no especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;70;San Juan;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;2;femenino;;;01.De a 0  a 14 anios;1
2023;74;San Luis;Y07;Otros maltratos;2;femenino;;;01.De a 0  a 14 anios;1
2023;94;Tierra del Fuego, Antártida e Islas del Atlántico Sur;Y07;Otros maltratos;1;masculino;;;01.De a 0  a 14 anios;1
2023;50;Mendoza;Y07;Otros maltratos;2;femenino;;;01.De a 0  a 14 anios;1
2023;54;Misiones;X49;Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;50;Mendoza;W70;Ahogamiento y sumersión posterior a caída en aguas naturales;2;femenino;;;01.De a 0  a 14 anios;1
2023;18;Corrientes;W68;Ahogamiento y sumersión consecutivos a caída en una piscina;2;femenino;;;01.De a 0  a 14 anios;1
2023;10;Catamarca;W70;Ahogamiento y sumersión posterior a caída en aguas naturales;1;masculino;;;01.De a 0  a 14 anios;1
2023;46;La Rioja;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;1;masculino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;W70;Ahogamiento y sumersión posterior a caída en aguas naturales;1;masculino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;W84;Obstrucción no especificada de la respiración;2;femenino;;;01.De a 0  a 14 anios;1
2023;50;Mendoza;V04;Peatón lesionado por colisión con vehículo de transporte pesado o autobús;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;X91;Agresión por ahorcamiento, estrangulamiento y sofocación;2;femenino;;;01.De a 0  a 14 anios;1
2023;82;Santa Fe;V04;Peatón lesionado por colisión con vehículo de transporte pesado o autobús;2;femenino;;;01.De a 0  a 14 anios;1
2023;66;Salta;W74;Ahogamiento y sumersión no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W80;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias;2;femenino;;;01.De a 0  a 14 anios;1
2023;74;San Luis;W68;Ahogamiento y sumersión consecutivos a caída en una piscina;2;femenino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;W74;Ahogamiento y sumersión no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;V09;Peatón lesionado en otros accidentes de transporte, y en los no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;90;Tucumán;X59;Exposición a factores no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;38;Jujuy;W74;Ahogamiento y sumersión no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;82;Santa Fe;W17;Otras caídas de un nivel a otro;1;masculino;;;01.De a 0  a 14 anios;1
2023;82;Santa Fe;W74;Ahogamiento y sumersión no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;W68;Ahogamiento y sumersión consecutivos a caída en una piscina;1;masculino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;W84;Obstrucción no especificada de la respiración;2;femenino;;;01.De a 0  a 14 anios;1
2023;66;Salta;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;2;femenino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;W84;Obstrucción no especificada de la respiración;1;masculino;;;01.De a 0  a 14 anios;2
2023;38;Jujuy;W84;Obstrucción no especificada de la respiración;1;masculino;;;01.De a 0  a 14 anios;1
2023;66;Salta;X09;Exposición a humos, fuegos o llamas no especificados;2;femenino;;;01.De a 0  a 14 anios;2
2023;18;Corrientes;V49;Ocupante de automóvil lesionado en otros accidentes de transporte, y en los no especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;78;Santa Cruz;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;2;femenino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;W86;Exposición a otras corrientes eléctricas especificadas;2;femenino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;W17;Otras caídas de un nivel a otro;1;masculino;;;01.De a 0  a 14 anios;1
2023;82;Santa Fe;W68;Ahogamiento y sumersión consecutivos a caída en una piscina;1;masculino;;;01.De a 0  a 14 anios;1
2023;90;Tucumán;W80;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;1
2023;90;Tucumán;W87;Exposición a corriente eléctrica no especificada;1;masculino;;;01.De a 0  a 14 anios;2
2023;86;Santiago del Estero;W73;Otros ahogamientos y sumersiones especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;10;Catamarca;W73;Otros ahogamientos y sumersiones especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;V24;Motociclista lesionado por colisión con vehículo de transporte pesado o autobús;1;masculino;;;01.De a 0  a 14 anios;1
2023;50;Mendoza;V03;Peatón lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;01.De a 0  a 14 anios;1
2023;90;Tucumán;V09;Peatón lesionado en otros accidentes de transporte, y en los no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;W68;Ahogamiento y sumersión consecutivos a caída en una piscina;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W74;Ahogamiento y sumersión no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;66;Salta;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;1
2023;78;Santa Cruz;X09;Exposición a humos, fuegos o llamas no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;62;Río Negro;W74;Ahogamiento y sumersión no especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W80;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;1
2023;18;Corrientes;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;2;femenino;;;01.De a 0  a 14 anios;1
2023;50;Mendoza;W44;Cuerpo extraño que penetra por el ojo u orificio natural;1;masculino;;;01.De a 0  a 14 anios;1
2023;94;Tierra del Fuego, Antártida e Islas del Atlántico Sur;W44;Cuerpo extraño que penetra por el ojo u orificio natural;2;femenino;;;01.De a 0  a 14 anios;1
2023;66;Salta;W73;Otros ahogamientos y sumersiones especificados;2;femenino;;;01.De a 0  a 14 anios;2
2023;10;Catamarca;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W84;Obstrucción no especificada de la respiración;2;femenino;;;01.De a 0  a 14 anios;3
2023;38;Jujuy;W50;Aporreo, golpe, mordedura, patada, rasguño o torcedura infligidos por otra persona;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W54;Mordedura o ataque de perro;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W20;Golpe por objeto arrojado, proyectado o que cae;1;masculino;;;01.De a 0  a 14 anios;2
2023;82;Santa Fe;X22;Contacto traumático con escorpión;1;masculino;;;01.De a 0  a 14 anios;1
2023;82;Santa Fe;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;01.De a 0  a 14 anios;1
2023;82;Santa Fe;W68;Ahogamiento y sumersión consecutivos a caída en una piscina;2;femenino;;;01.De a 0  a 14 anios;1
2023;54;Misiones;W87;Exposición a corriente eléctrica no especificada;1;masculino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;W68;Ahogamiento y sumersión consecutivos a caída en una piscina;1;masculino;;;01.De a 0  a 14 anios;1
2023;70;San Juan;V03;Peatón lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;01.De a 0  a 14 anios;1
2023;38;Jujuy;V53;Ocupante de camioneta o furgoneta lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W13;Caída desde, fuera o a través de un edificio u otra construcción;2;femenino;;;01.De a 0  a 14 anios;1
2023;66;Salta;W13;Caída desde, fuera o a través de un edificio u otra construcción;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;V03;Peatón lesionado por colisión con automóvil, camioneta o furgoneta;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W17;Otras caídas de un nivel a otro;2;femenino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;X59;Exposición a factores no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;54;Misiones;W69;Ahogamiento y sumersión mientras se está en aguas naturales;1;masculino;;;01.De a 0  a 14 anios;1
2023;62;Río Negro;X59;Exposición a factores no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;X09;Exposición a humos, fuegos o llamas no especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;74;San Luis;W68;Ahogamiento y sumersión consecutivos a caída en una piscina;1;masculino;;;01.De a 0  a 14 anios;2
2023;22;Chaco;W74;Ahogamiento y sumersión no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;34;Formosa;X59;Exposición a factores no especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;34;Formosa;V03;Peatón lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;01.De a 0  a 14 anios;1
2023;86;Santiago del Estero;W67;Ahogamiento y sumersión mientras se está en una piscina;2;femenino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;X12;Contacto con otros líquidos calientes;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W44;Cuerpo extraño que penetra por el ojo u orificio natural;1;masculino;;;01.De a 0  a 14 anios;1
2023;38;Jujuy;W74;Ahogamiento y sumersión no especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;66;Salta;X91;Agresión por ahorcamiento, estrangulamiento y sofocación;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;X59;Exposición a factores no especificados;2;femenino;;;01.De a 0  a 14 anios;5
2023;66;Salta;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;2;femenino;;;01.De a 0  a 14 anios;2
2023;14;Córdoba;W68;Ahogamiento y sumersión consecutivos a caída en una piscina;1;masculino;;;01.De a 0  a 14 anios;1
2023;58;Neuquén;X00;Exposición a fuego no controlado en edificio u otra construcción;1;masculino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;V03;Peatón lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;W69;Ahogamiento y sumersión mientras se está en aguas naturales;1;masculino;;;01.De a 0  a 14 anios;1
2023;50;Mendoza;V03;Peatón lesionado por colisión con automóvil, camioneta o furgoneta;2;femenino;;;01.De a 0  a 14 anios;1
2023;98;;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;1;masculino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;W73;Otros ahogamientos y sumersiones especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;1;masculino;;;01.De a 0  a 14 anios;2
2023;6;Buenos Aires;W74;Ahogamiento y sumersión no especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;66;Salta;W76;Otros estrangulamientos y ahorcamientos accidentales;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W84;Obstrucción no especificada de la respiración;1;masculino;;;01.De a 0  a 14 anios;3
2023;86;Santiago del Estero;W74;Ahogamiento y sumersión no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;W68;Ahogamiento y sumersión consecutivos a caída en una piscina;1;masculino;;;01.De a 0  a 14 anios;1
2023;86;Santiago del Estero;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;1;masculino;;;01.De a 0  a 14 anios;1
2023;50;Mendoza;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;1
2023;54;Misiones;W73;Otros ahogamientos y sumersiones especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;2;femenino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;W73;Otros ahogamientos y sumersiones especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;82;Santa Fe;W74;Ahogamiento y sumersión no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;58;Neuquén;X47;Envenenamiento accidental por, y exposición a otros gases y vapores;1;masculino;;;01.De a 0  a 14 anios;1
2023;90;Tucumán;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;1;masculino;;;01.De a 0  a 14 anios;1
2023;82;Santa Fe;W67;Ahogamiento y sumersión mientras se está en una piscina;2;femenino;;;01.De a 0  a 14 anios;1
2023;38;Jujuy;W69;Ahogamiento y sumersión mientras se está en aguas naturales;1;masculino;;;01.De a 0  a 14 anios;1
2023;66;Salta;W70;Ahogamiento y sumersión posterior a caída en aguas naturales;1;masculino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;W68;Ahogamiento y sumersión consecutivos a caída en una piscina;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W74;Ahogamiento y sumersión no especificados;1;masculino;;;01.De a 0  a 14 anios;2
2023;6;Buenos Aires;X47;Envenenamiento accidental por, y exposición a otros gases y vapores;1;masculino;;;01.De a 0  a 14 anios;1
2023;82;Santa Fe;V04;Peatón lesionado por colisión con vehículo de transporte pesado o autobús;1;masculino;;;01.De a 0  a 14 anios;1
2023;2;Ciudad Autónoma de Buenos Aires;X59;Exposición a factores no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;54;Misiones;W73;Otros ahogamientos y sumersiones especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;82;Santa Fe;W87;Exposición a corriente eléctrica no especificada;1;masculino;;;01.De a 0  a 14 anios;1
2023;70;San Juan;V24;Motociclista lesionado por colisión con vehículo de transporte pesado o autobús;2;femenino;;;01.De a 0  a 14 anios;1
2023;26;Chubut;X47;Envenenamiento accidental por, y exposición a otros gases y vapores;1;masculino;;;01.De a 0  a 14 anios;1
2023;14;Córdoba;W20;Golpe por objeto arrojado, proyectado o que cae;1;masculino;;;01.De a 0  a 14 anios;1
2023;66;Salta;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;1
2023;66;Salta;X49;Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;90;Tucumán;W74;Ahogamiento y sumersión no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;38;Jujuy;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;1;masculino;;;01.De a 0  a 14 anios;1
2023;66;Salta;V03;Peatón lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;01.De a 0  a 14 anios;2
2023;70;San Juan;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W74;Ahogamiento y sumersión no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W87;Exposición a corriente eléctrica no especificada;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;X09;Exposición a humos, fuegos o llamas no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;86;Santiago del Estero;W74;Ahogamiento y sumersión no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;66;Salta;W73;Otros ahogamientos y sumersiones especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;66;Salta;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;2;femenino;;;01.De a 0  a 14 anios;1
2023;70;San Juan;W79;Inhalación e ingestión de alimento que causa obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;1
2023;70;San Juan;W74;Ahogamiento y sumersión no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;54;Misiones;X20;Contacto traumático con serpientes y lagartos venenosos;1;masculino;;;01.De a 0  a 14 anios;1
2023;50;Mendoza;V03;Peatón lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;01.De a 0  a 14 anios;1
2023;18;Corrientes;X99;Agresión con objeto cortante;1;masculino;;;01.De a 0  a 14 anios;1
2023;30;Entre Ríos;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W20;Golpe por objeto arrojado, proyectado o que cae;1;masculino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;V22;Motociclista lesionado por colisión con vehículo de motor de dos o tres ruedas;2;femenino;;;01.De a 0  a 14 anios;1
2023;70;San Juan;V13;Ciclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;01.De a 0  a 14 anios;1
2023;66;Salta;V04;Peatón lesionado por colisión con vehículo de transporte pesado o autobús;1;masculino;;;01.De a 0  a 14 anios;2
2023;82;Santa Fe;V22;Motociclista lesionado por colisión con vehículo de motor de dos o tres ruedas;1;masculino;;;01.De a 0  a 14 anios;1
2023;30;Entre Ríos;W73;Otros ahogamientos y sumersiones especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;1;masculino;;;01.De a 0  a 14 anios;2
2023;54;Misiones;W23;Atrapado, aplastado, trabado o apretado en o entre objetos;1;masculino;;;01.De a 0  a 14 anios;1
2023;2;Ciudad Autónoma de Buenos Aires;V43;Ocupante de automóvil lesionado por colisión con otro automóvil, camioneta o furgoneta;2;femenino;;;01.De a 0  a 14 anios;1
2023;86;Santiago del Estero;X09;Exposición a humos, fuegos o llamas no especificados;1;masculino;;;01.De a 0  a 14 anios;1
2023;86;Santiago del Estero;W69;Ahogamiento y sumersión mientras se está en aguas naturales;1;masculino;;;01.De a 0  a 14 anios;2
2023;6;Buenos Aires;X95;Agresión con disparo de otras armas de fuego, y las no especificadas;1;masculino;;;01.De a 0  a 14 anios;2
2023;34;Formosa;W87;Exposición a corriente eléctrica no especificada;1;masculino;;;01.De a 0  a 14 anios;1
2023;38;Jujuy;W84;Obstrucción no especificada de la respiración;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W84;Obstrucción no especificada de la respiración;1;masculino;;;01.De a 0  a 14 anios;2
2023;22;Chaco;V04;Peatón lesionado por colisión con vehículo de transporte pesado o autobús;1;masculino;;;01.De a 0  a 14 anios;1
2023;46;La Rioja;X91;Agresión por ahorcamiento, estrangulamiento y sofocación;2;femenino;;;01.De a 0  a 14 anios;1
2023;86;Santiago del Estero;W80;Inhalación e ingestión de otros objetos que causan obstrucción de las vías respiratorias;1;masculino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;01.De a 0  a 14 anios;1
2023;90;Tucumán;V48;Ocupante de automóvil lesionado en accidente de transporte sin colisión;1;masculino;;;01.De a 0  a 14 anios;1
2023;82;Santa Fe;X95;Agresión con disparo de otras armas de fuego, y las no especificadas;1;masculino;;;01.De a 0  a 14 anios;3
2023;6;Buenos Aires;V49;Ocupante de automóvil lesionado en otros accidentes de transporte, y en los no especificados;2;femenino;;;01.De a 0  a 14 anios;1
2023;90;Tucumán;V03;Peatón lesionado por colisión con automóvil, camioneta o furgoneta;2;femenino;;;01.De a 0  a 14 anios;1
2023;22;Chaco;V89;Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado;1;masculino;;;01.De a 0  a 14 anios;1
2023;26;Chubut;W86;Exposición a otras corrientes eléctricas especificadas;2;femenino;;;01.De a 0  a 14 anios;1
2023;30;Entre Ríos;W69;Ahogamiento y sumersión mientras se está en aguas naturales;1;masculino;;;01.De a 0  a 14 anios;1
2023;86;Santiago del Estero;V23;Motociclista lesionado por colisión con automóvil, camioneta o furgoneta;1;masculino;;;01.De a 0  a 14 anios;2
2023;62;Río Negro;W69;Ahogamiento y sumersión mientras se está en aguas naturales;1;masculino;;;01.De a 0  a 14 anios;1
2023;82;Santa Fe;X95;Agresión con disparo de otras armas de fuego, y las no especificadas;2;femenino;;;01.De a 0  a 14 anios;1
2023;6;Buenos Aires;W10;Caída en o desde escalera o escalones;1;masculino;;;01.De a 0  a 14 anios;1
2023;58;Neuquén;X47;Envenenamiento accidental por, y exposición a otros gases y vapores;2;femenino;;;01.De a 0  a 14 anios;1
2023;74;San Luis;V58;Ocupante de camioneta o furgoneta lesionado en accidente de transporte sin colisión;2;femenino;;;01.De a 0  a 14 anios;1
